"Airline","AirlineID","SourceAirport","SourceID","DestAirport","DestID","Codeshare","Stops","Equipment"
"WT","\N","YER","5489","YAX","5465","",0,"BEH"
"WT","\N","YER","5489","YTL","5531","",0,"BEH"
"WT","\N","YER","5489","YXL","169","",0,"BEH"
"WT","\N","YFH","5491","YLH","5510","",0,"BEH"
"WT","\N","YFH","5491","YOG","5470","",0,"PL2"
"WT","\N","YFH","5491","YQT","121","",0,"PL2 BEH"
"WT","\N","YHP","5471","YNO","5467","",0,"BEH"
"WT","\N","YHP","5471","YRL","5527","",0,"PL2 BEH"
"WT","\N","YLH","5510","YFH","5491","",0,"BEH PL2"
"WT","\N","YLH","5510","YWP","5533","",0,"BEH"
"WT","\N","YNO","5467","YHP","5471","",0,"PL2 BEH"
"WT","\N","YNO","5467","YRL","5527","",0,"BEH"
"WT","\N","YOG","5470","YFH","5491","",0,"PL2"
"WT","\N","YPL","105","YQT","121","",0,"PL2"
"WT","\N","YPM","5521","YHP","5471","",0,"BEH"
"WT","\N","YPM","5521","YNO","5467","",0,"PL2 BEH"
"WT","\N","YPM","5521","YRL","5527","",0,"PL2"
"WT","\N","YPM","5521","YVZ","5532","",0,"BEH"
"WT","\N","YPM","5521","YXL","169","",0,"BEH"
"WT","\N","YQT","121","YFH","5491","",0,"BEH PL2"
"WT","\N","YQT","121","YWP","5533","",0,"BEH PL2"
"WT","\N","YQT","121","YXL","169","",0,"BEH"
"WT","\N","YRL","5527","YPM","5521","",0,"BEH PL2"
"WT","\N","YRL","5527","YVZ","5532","",0,"BEH"
"WT","\N","YRL","5527","YXL","169","",0,"BEH PL2"
"WT","\N","YRL","5527","ZSJ","5548","",0,"PL2"
"WT","\N","YTL","5531","XBE","5468","",0,"BEH"
"WT","\N","YTL","5531","XKS","5480","",0,"BEH"
"WT","\N","YTL","5531","YER","5489","",0,"BEH"
"WT","\N","YTL","5531","YXL","169","",0,"BEH"
"WT","\N","YVZ","5532","ZSJ","5548","",0,"BEH"
"WT","\N","YWP","5533","YLH","5510","",0,"BEH PL2"
"WT","\N","YWP","5533","YPL","105","",0,"BEH"
"WT","\N","YXL","169","KIF","5469","",0,"BEH"
"WT","\N","YXL","169","MSA","5544","",0,"BEH"
"WT","\N","YXL","169","WNN","5466","",0,"BEH"
"WT","\N","YXL","169","XBE","5468","",0,"BEH"
"WT","\N","YXL","169","XKS","5480","",0,"BEH"
"WT","\N","YXL","169","YAC","5478","",0,"BEH"
"WT","\N","YXL","169","YAX","5465","",0,"BEH"
"WT","\N","YXL","169","YER","5489","",0,"BEH"
"WT","\N","YXL","169","YQT","121","",0,"BEH DH1"
"WT","\N","YXL","169","YRL","5527","",0,"BEH PL2"
"WT","\N","YXL","169","YTL","5531","",0,"BEH"
"WT","\N","YXL","169","ZPB","5546","",0,"BEH"
"WT","\N","YXL","169","ZRJ","5547","",0,"BEH"
"WT","\N","YXL","169","ZSJ","5548","",0,"BEH PL2"
"WT","\N","ZPB","5546","MSA","5544","",0,"BEH"
"WT","\N","ZPB","5546","YXL","169","",0,"BEH"
"WT","\N","ZRJ","5547","MSA","5544","",0,"BEH"
"WT","\N","ZRJ","5547","YAC","5478","",0,"BEH"
"WT","\N","ZSJ","5548","KEW","8355","",0,"BEH"
"WT","\N","ZSJ","5548","YPM","5521","",0,"PL2"
"WT","\N","ZSJ","5548","YRL","5527","",0,"PL2 BEH"
"YN","\N","YAT","5482","YPO","5522","",0,"DH1"
"YN","\N","YAT","5482","ZKE","5543","",0,"DH1"
"YN","\N","YFA","5490","YMO","91","",0,"DH1"
"YN","\N","YFA","5490","ZKE","5543","",0,"DH1"
"YN","\N","YGW","5496","YKU","5472","",0,"DH8"
"YN","\N","YKQ","5507","YKU","5472","",0,"DH8"
"YN","\N","YKQ","5507","YMO","91","",0,"BEC"
"YN","\N","YKQ","5507","YMT","5514","",0,"DH8"
"YN","\N","YKQ","5507","YNS","5501","",0,"DH8"
"YN","\N","YKQ","5507","YVO","153","",0,"DH8"
"YN","\N","YKQ","5507","ZEM","5539","",0,"DH8"
"YN","\N","YKU","5472","YGW","5496","",0,"DH8"
"YN","\N","YKU","5472","YKQ","5507","",0,"DH8"
"YN","\N","YKU","5472","YNC","5516","",0,"DH8"
"YN","\N","YKU","5472","YVO","153","",0,"BET"
"YN","\N","YMO","91","YFA","5490","",0,"DH1"
"YN","\N","YMO","91","YKQ","5507","",0,"BEC"
"YN","\N","YMO","91","YTS","143","",0,"BEC DH1 EMB"
"YN","\N","YMT","5514","YKQ","5507","",0,"DH8"
"YN","\N","YMT","5514","YNS","5501","",0,"DH8"
"YN","\N","YMT","5514","YUL","146","",0,"DH8"
"YN","\N","YNC","5516","YKU","5472","",0,"DH8"
"YN","\N","YNC","5516","ZEM","5539","",0,"DH8"
"YN","\N","YNS","5501","YKQ","5507","",0,"DH8"
"YN","\N","YNS","5501","YMT","5514","",0,"DH8"
"YN","\N","YPO","5522","YAT","5482","",0,"DH1"
"YN","\N","YTS","143","YMO","91","",0,"DH1 BEC"
"YN","\N","YUL","146","YMT","5514","",0,"DH8"
"YN","\N","YUL","146","YVO","153","",0,"DH8"
"YN","\N","YVO","153","YKQ","5507","",0,"DH8"
"YN","\N","YVO","153","YKU","5472","",0,"BET"
"YN","\N","YVO","153","YUL","146","",0,"DH8"
"YN","\N","ZEM","5539","YKQ","5507","",0,"DH8"
"YN","\N","ZEM","5539","YNC","5516","",0,"DH8"
"YN","\N","ZKE","5543","YAT","5482","",0,"DH1"
"YN","\N","ZKE","5543","YFA","5490","",0,"DH1"
